# Train_Loss Validation_Loss Train_Accuracy Validation_Accuracy
2.116647	1.894743	0.228600	0.295800
1.818591	1.749180	0.329400	0.340800
1.686128	1.606705	0.376222	0.399200
1.599209	1.540598	0.408644	0.423200
1.528365	1.468741	0.439022	0.453200
1.461832	1.404875	0.465111	0.474400
1.400825	1.660050	0.492244	0.444200
1.344398	1.316818	0.515267	0.525800
1.298278	1.306652	0.531422	0.521400
1.256441	1.793171	0.547044	0.449200
1.216860	1.242191	0.564356	0.552800
1.184367	1.157226	0.572133	0.575800
1.148728	1.137922	0.588378	0.591200
1.118472	1.282223	0.600489	0.554600
1.090587	1.076139	0.609622	0.612200
1.064909	1.091900	0.618822	0.603600
1.040012	1.135923	0.629422	0.593400
1.017035	1.074922	0.636267	0.621800
0.996495	1.065660	0.646111	0.613400
0.977076	1.114346	0.651756	0.603000
0.957559	0.992666	0.659133	0.644600
0.940950	0.970545	0.666267	0.653400
0.923936	1.017866	0.671867	0.636200
0.904226	0.943631	0.679200	0.658600
0.890066	0.939670	0.685422	0.669400
0.872476	0.987430	0.692178	0.652400
0.857976	1.089592	0.696511	0.626000
0.847959	0.884908	0.700222	0.688400
0.832831	0.923278	0.707356	0.678400
0.823305	0.829313	0.709022	0.702400
0.806517	0.968677	0.717956	0.665400
0.790234	0.860613	0.722489	0.697200
0.781047	0.892987	0.723156	0.691600
0.769330	0.903377	0.728489	0.684800
0.758946	0.913449	0.732978	0.691400
0.748110	0.910861	0.736578	0.678000
0.739980	0.795125	0.741444	0.715200
0.724764	0.821109	0.745044	0.718600
0.712073	0.887204	0.748867	0.695000
0.708427	0.854847	0.752156	0.698400
0.693669	0.786027	0.757800	0.721600
0.684474	0.784366	0.761133	0.733800
0.677331	0.772663	0.763733	0.733800
0.664958	0.763292	0.769889	0.733600
0.656777	0.888504	0.771511	0.701400
0.647000	0.802081	0.773089	0.717600
0.638380	0.738306	0.777333	0.747200
0.628881	0.703216	0.780889	0.754000
0.622781	0.726071	0.781844	0.747000
0.611499	0.763395	0.786956	0.734200
0.602719	0.720076	0.790000	0.757400
0.593756	0.645324	0.792711	0.776600
0.586118	0.821464	0.797333	0.720000
0.578463	0.737483	0.799933	0.751800
0.569287	0.709160	0.802733	0.757400
0.564555	0.745565	0.803933	0.751800
0.556800	0.661934	0.807511	0.771600
0.548964	0.626572	0.808156	0.779600
0.541457	0.705169	0.810911	0.765000
0.532208	0.631959	0.815689	0.779800
0.525301	0.708707	0.817200	0.762400
0.519839	0.700271	0.819578	0.765400
0.514610	0.625596	0.821689	0.790600
0.505365	0.633065	0.825356	0.785600
0.502484	0.622655	0.825133	0.788600
0.494771	0.654745	0.827089	0.778000
0.488117	0.632725	0.832289	0.786400
0.483822	0.582492	0.832111	0.797200
0.476671	0.667489	0.835689	0.782400
0.469216	0.621762	0.836089	0.790200
0.466743	0.689456	0.839644	0.778800
0.464481	0.583031	0.840778	0.804000
0.456593	0.574451	0.842489	0.803200
0.452713	0.663863	0.843511	0.777600
0.447188	0.607294	0.846311	0.800800
0.440371	0.585540	0.848778	0.806600
0.437785	0.597894	0.848556	0.798800
0.432459	0.620117	0.850756	0.801800
0.424606	0.556966	0.852622	0.815800
0.422090	0.697635	0.853533	0.772000
0.416967	0.584749	0.855844	0.807800
0.410138	0.603465	0.858467	0.802800
0.406146	0.675214	0.859444	0.781800
0.403591	0.548564	0.862333	0.817400
0.399070	0.598274	0.863778	0.801600
0.392452	0.612476	0.864978	0.800400
0.391566	0.566986	0.866156	0.813400
0.385251	0.570090	0.868556	0.815000
0.377735	0.765643	0.870156	0.777600
0.378101	0.586805	0.870311	0.811600
0.373996	0.570617	0.872600	0.807200
0.371271	0.617005	0.872044	0.805000
0.363984	0.547253	0.874844	0.823000
0.360792	0.659815	0.875600	0.798600
0.356951	0.559060	0.876867	0.816600
0.361901	0.646000	0.874400	0.803800
0.350545	0.552496	0.880667	0.818400
0.348953	0.544489	0.879267	0.823600
0.344275	0.555726	0.882489	0.828600
0.340738	0.594863	0.883356	0.809600
