# Train_Loss Validation_Loss Train_Accuracy Validation_Accuracy
1.434256	1.216557	0.471267	0.575200
0.960296	0.976979	0.657956	0.671600
0.742367	0.709036	0.740800	0.758200
0.605160	0.612245	0.789911	0.791800
0.519701	0.595033	0.821978	0.802400
0.465200	0.502563	0.838556	0.835000
0.416872	0.474105	0.856778	0.842400
0.378062	0.406209	0.868178	0.862800
0.346512	0.422532	0.879867	0.858600
0.314484	0.413976	0.891689	0.865400
0.298909	0.422809	0.896422	0.861000
0.273946	0.395757	0.905489	0.870200
0.249784	0.401815	0.913222	0.870600
0.232078	0.400724	0.919022	0.876000
0.211296	0.397927	0.927289	0.884200
0.202610	0.402443	0.927378	0.883000
0.183258	0.369846	0.936356	0.889200
0.172257	0.353837	0.939067	0.896800
0.164940	0.410894	0.942067	0.882400
0.153499	0.462198	0.946556	0.871000
0.141998	0.351640	0.950067	0.899400
0.137162	0.379797	0.951378	0.897000
0.122114	0.361041	0.956222	0.898600
0.118721	0.380117	0.957933	0.893600
0.109752	0.406384	0.960733	0.890600
0.104971	0.339155	0.962600	0.904200
0.103845	0.454655	0.963556	0.894000
0.094203	0.387999	0.966622	0.901600
0.089550	0.366208	0.968533	0.904400
0.090860	0.417779	0.967911	0.895200
0.090684	0.424581	0.968978	0.895200
0.077836	0.414529	0.972533	0.899400
0.070637	0.372995	0.974956	0.908800
0.075564	0.377281	0.973289	0.905000
0.067020	0.369919	0.976022	0.910000
0.067432	0.376467	0.976067	0.908000
0.063427	0.409692	0.977356	0.906200
0.064582	0.372583	0.977578	0.909600
0.062188	0.384227	0.978133	0.908400
0.062404	0.606280	0.977911	0.874800
0.061068	0.420011	0.978822	0.902200
0.055532	0.412504	0.980333	0.903400
0.050462	0.450426	0.982133	0.903800
0.054485	0.406417	0.981133	0.911200
0.052661	0.425906	0.981489	0.905800
0.052546	0.390495	0.982133	0.914000
0.048635	0.402120	0.982889	0.909800
0.047589	0.448848	0.983267	0.906600
0.050698	0.422915	0.982489	0.909600
0.043638	0.436611	0.985000	0.906000
0.048119	0.431413	0.983111	0.909400
0.047653	0.419313	0.982556	0.914200
0.039545	0.441048	0.986533	0.909600
0.041968	0.440794	0.985489	0.908600
0.041138	0.479589	0.985667	0.904000
0.044010	0.436044	0.984822	0.911200
0.040801	0.462607	0.985844	0.904400
0.036340	0.422852	0.987267	0.908600
0.042164	0.494328	0.985289	0.900800
0.040472	0.452455	0.985911	0.910200
0.038389	0.424077	0.986311	0.909200
0.037494	0.395061	0.986511	0.914000
0.038456	0.426503	0.986467	0.914000
0.034587	0.455359	0.988133	0.913200
0.034911	0.413181	0.988156	0.916400
0.035148	0.413832	0.987267	0.914000
0.033417	0.450005	0.988156	0.912800
0.031874	0.434883	0.988867	0.917400
0.033063	0.499553	0.988044	0.905600
0.036275	0.449503	0.987467	0.912000
0.031093	0.418869	0.988911	0.916800
0.030427	0.441463	0.989622	0.914400
0.031703	0.466972	0.989000	0.910800
0.028366	0.431806	0.990067	0.919800
0.031141	0.477395	0.989378	0.910800
0.035105	0.433220	0.987600	0.913600
0.031234	0.409806	0.989467	0.915000
0.031870	0.469173	0.988956	0.914400
0.027176	0.449588	0.990889	0.914200
0.024582	0.439628	0.991489	0.916800
0.028185	0.451431	0.990444	0.913600
0.029910	0.438893	0.989356	0.917800
0.029245	0.432267	0.989978	0.917000
0.029317	0.445190	0.989933	0.914600
0.024544	0.428868	0.991889	0.917800
0.026385	0.467014	0.990933	0.911600
0.031778	0.468804	0.989089	0.910800
0.024505	0.448366	0.992022	0.916800
0.023620	0.479188	0.992222	0.907000
0.027942	0.440511	0.990133	0.921200
0.023395	0.403056	0.992244	0.924000
0.027222	0.447290	0.990444	0.918000
0.025490	0.457835	0.990933	0.911200
0.025019	0.441741	0.992244	0.917800
0.026613	0.493469	0.990889	0.908400
0.026477	0.429401	0.990889	0.918400
0.020680	0.464014	0.993222	0.909400
0.025106	0.446935	0.991622	0.916200
0.027948	0.445756	0.990933	0.916600
0.022536	0.432016	0.992244	0.917200
